,title,price,time,content,like,Attention,location
6_0,중고폰매입 아이폰.아이폰12아이폰11.아이폰XS.아이폰X.S20.노트20,"999,000원",2일 전,"*** 필독 번톡알림이 울리지 않아 답변이 늦을수 있습니다. 카톡.문자.전화로 연락주시면 빠른답변드리겠습니다 ***


[24시간 친절상담]

카카오톡 1:1오픈채팅 
https://open.kakao.com/o/sIYqIl5

CACA0 : may1318

메이통신 연락처 : ０１０-５９２６-１５０３

통화.문자 ０１０-５９２６-１５０３


안녕하세요~~!!! 
최고가로 매입하는 중고폰 매입전문업체 
메이통신입니다. 

저희 메이통신으로 연락주시면 
최고가격으로 매입해드리도록 하겠습니다. 

CACA0 : may1318 (24시간 상담환영) 
메이통신 연락처 : ０１０-５９２６-１５０３

★☆ 모든 중고폰 & 파손액정 최고가 매입 ☆★


 [] 방문주소 []  

서울시 금천구 가산디지털1로 84 에이스하이앤드8차 메이통신

7호선 가산디지털단지역 도보 10분거리

※찜.팔로우 3천원 쏩니다!!※

○ 택배로 보내실때 박스.유심.필름.케이스 
    전부 빼고 보내주세요 
    모두 폐기처분합니다. ○ 


[ 침수.파손.고장폰도 최고가 매입 ]

[ 분실.습득폰은 절대매입하지 않습니다 ]

[ 택배거래시 도착당일 제품확인후 
  신속.정확하게 최고가로 입금해드립니다 ]



 
 ☆ 휴대폰은 꼭 초기화해서 보내주세요  초기화안된폰은 매입안됩니다  ☆",510,38589,서울특별시 금천구 가산동지역인증
6_1,애플워치 6시리즈,"490,000원",18시간 전,"애플워치 6 44mm 스페이스그레이 알리미늄케이스 블랙 스포츠밴드
gps , 제조: 2020dec 입니다.
미개봉이구요~
회사에서 상품으로 탄거 와이프 몰래  비상금 만들려고
슬쩍 판매합니다.
인천지역 직거래만 하구요 현금만 가능 합니다.
(통장 와이프가 관리ㅠㅠ)",0,48,인천광역시 남동구 간석3동지역인증
6_2,애플워치SE 스트랩,"17,000원",18시간 전,"4월19일 구입하여 오늘 4월21일 배송 받았습니다.
새상품입니다.
제가 생각했던 디자인이 아니어서 받자마자 판매해요. 동네분이면 더욱 좋구요! 배송비제외하고 21000원에 샀는데 17000원 올려요.. 네고 가능하니 연락 많이 주세요!
상자랑 뽁뽁이도 그대로 입니다. 시계줄 조절하는 것도 같이드려요!

애플워치SE메탈 스트랩 실버 38/40mm",0,42,경기도 수원시 권선구 호매실동
6_3,애플워치 스텐드 (New!),"8,000원",18시간 전,"안녕하세요! 
고퀄리티 애플워치 악세사리만 판매중인 마켓입니다!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛

애플워치 스텐드 판매합니다! 애플워치 덕질의 필수템! 
마진 싹 ~ 빼고 진짜 저렴한 가격에 좋은 물건 구했습니다!

제가 여러가지 제품 사용해본 후 이거다 싶어서 판매하게 됐어요!
믿고 구입 하셔도 됩니다!

가장 심플하고 깔끔해서 회사, 방 에두고 쓰시기 좋아요!
스텐드에 애플워치를 거치하면 시계처럼 됩니다!

- 블랙
- 화이트

직거래 원하시면 건대입구에서 가능합니다.
한상 좋은 물건으로 보답하겠습니다!
감사합니다! ",8,239,서울특별시 광진구 구의제3동지역인증
6_4,애플워치 시계줄 팝니다,"40,000원",18시간 전,"애플워치 시계줄 팝니다
애플워치3 애플워치4 애플워치5 등등
애플워치 시리즈면 호환됩니다
비브랜드 이지만 퀄리티 좋습니다
링블과 레더 아무거나 1세트 4만원 입니다
직접 보실곳은 부산 입니다
",10,1516,부산광역시 부산진구 전포제1동지역인증
6_5,"(웨어러블)에어팟,애플워치.최고가 매입!!","777,777,777원",1달 전,"번개장터에 드디어 ⭐노란마켓⭐이 떴다!

❤매입 특별기간❤
""지금 중고폰 판매시 최대 5만원 추가지급"" 
-

❓
개인거래여서 잠수타면 어떡하지 걱정되시나요?
생각했던 금액이 아닐까봐 걱정되시나요?

❗
이제는 그런 걱정 할 필요 없습니다!

믿을만한 브랜드여서 믿고 보낼수 있고,
금액이 안맞아도 무료반송이여서, 부담 없이 보내실수 있습니다.

보내기 귀찮다 ,너무 번거롭다 하면
노란마켓은 기사님께서 직접 픽업도 하러 가십니다.
*픽업요청은 번개톡 또는 직통상담으로 신청하시면 됩니다.

-

※ 중고거래 특성상 사기당하는 경우가 자주 발생하고,
말도 안되는 이유로 금액을 낮게 측정하는 경우가 많습니다.

그 . 래 . 서 
노란마켓은 고객님께서 금액이 마음에 들지 않으면
⛔무ㆍ조ㆍ건ㆍ무ㆍ료ㆍ반ㆍ송 ⛔

모르는 불안한 업체에 기계보냈다가 후회하지마시고,
인증된 법인기업 노란마켓에 보내주세요!


-

⭐️거래방법
①상담 후 택배 보내주시면 즉시 검사후 연락 드리고 바로 현금이체 해드립니다!
②택배 보낸 후 문자로 보내시는 제품, 계좌번호, 운송장을 남겨주세요.
③후기에 별 다섯개 + 팔로잉하고 인증샷 보내면 5천원 추가로 드립니다! 

⭐️택배주소
받는 이 : 노란마켓 번개장터 매입팀
전화번호 : ***-****-**** [매입팀 직통번호]
주소 : 서울특별시 광진구 군자로 70, 2층 노란마켓 본사 매입2팀

⭐️노란마켓 직통상담💁🏻 ♀️
카톡상담 이용시 더 빠른 답변을 받을 수 있습니다.
문의번호 : ***-****-****
카카오톡 : ****://pf.kakao.com/_rajsxb

무료배송으로 했더니 타업체들의 영업방해 목적 배송이 늘어나네요, 
실매입가 만원미만 또는 폐폰은 택배비 지원이 불가능합니다.",123,8098,서울특별시 광진구 군자동
6_6,애플워치 1 스테인리스 블랙,"150,000원",18시간 전,"애플워치 1 스테인리스 
상태 S 액정,본체 기스 없고 충전기랑 스포츠루프,브레이드 솔로루프, 솔로루프, 스포츠 스트랩, 나이키 스트랩, 가죽 스트랩 2개, 투명 케이스, 메탈 링 케이스 드립니다. 스포츠 스트랩, 나이키 스트랩 정품이고 갈색 가죽 스트랩은 고급 송아지 가죽 스트랩이라 고급지고 비싼 제품입니다 ! 
본체 사진 보고싶으신 분들은 연락 주세요 ! 상태 아주 좋습니다. 
교환은 드바스크 팔찌, 갤럭시 워치 액티브 2, 지샥 풀메탈 봐요 !",6,720,전국
6_7,애플워치 메탈 스트랩 (New),"8,000원",18시간 전,"안녕하세요! 
고퀄리티 애플워치 악세사리만 판매중인 마켓입니다!
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛

데일리로 사용하기 좋은 밀레니즈 루프 제품 판매합니다!
마진 싹 ~ 빼고 진짜 저렴한 가격에 좋은 물건 구했습니다!

제가 여러가지 제품 사용해본 후 이거다 싶어서 판매하게 됐어요!
믿고 구입 하셔도 됩니다!

밀레니즈 제품은 자석이 중요해요!
이 제품은 떨어질 생각을 안하네요~

실버 44/42 (8,000) 
실버 40/38 (8,000) 
핑크 40/38 (8,000) 

직거래 원하시면 건대입구에서 가능합니다.
한상 좋은 물건으로 보답하겠습니다!
감사합니다! ",58,1167,서울특별시 광진구 구의제3동지역인증
6_8,아이폰 애플워치 충전기,"17,000원",18시간 전,"사용 몇번안했구요 밑에 나사가 몇개 없는데 사용상에는 큰 문제 없습니다!
아직 안팔렸어요",21,2010,울산광역시 울주군 온양읍지역인증
6_9,애플워치5 에르메스 40mm 판매합니다,"800,000원",18시간 전,"애플워치5 에르메스 40mm 판매합니다
리퍼는 올해 12월까지 입니다
배터리성능은 99 입니다
상태는 전체적으로 스테인레스 특성상
테두리 생활기스 제외 깔끔한 상태 입니다
구성은 기기 충전기 에르메스 스포츠 구성입니다
에르메스 가죽밴드는 제외 가격 입니다
직거래는 구파발역 입니다
네고 및 안전거래 요청은 사양합니다
감사합니다",5,159,서울특별시 은평구 진관동
6_10,애플워치,"310,000원",20시간 전,"애플워치se 40팔아요 제조년은 2021 3월입니다
개봉한지 이주일? 정두 됬구 착용은 3번? 정도 했어요 거의 새거이구요 풀박에 충전기도 드려요 ! 
가격은 31만원이구 쿨거시 에눌 가능합니다!",2,53,충청북도 충주시 용산동
6_11,애플워치 큐빅케이스/ 큐빅 베젤링,"6,000원",18시간 전,"새상품
실버큐빅베젤링 40mm
우포 가격입니다
반값택배시 +1000원",2,54,전국
6_12,애플워치5 에르메스 누와르 한정판,"1,100,000원",19시간 전,"작년에 구매하였고
내년 초까지 a/s기간 남았습니다

스트랩만 4번정도 사용하였고
가죽(에르메스 정품)은 미사용 입니다

거의 착용하지 않아 새상품 입니다",0,67,전국
6_13,애플워치3 38mm 스페이스그레이,"180,000원",18시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

단순 찔러보기 연락 사양할게요 :)",21,187,전국
6_14,애플워치 롤렉스st 메탈 스트랩 (New),"28,000원",18시간 전,"안녕하세요!
애플워치 롤렉스 쥬빌레 밴드 새상품 판매합니다! (44mm)
(애플워치 미포함 입니다)
❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛❤️💛
롤렉스 쥬빌레 스타일로 일반 메탈보다 훨씬 고급스럽습니다!

🍎다른 제품보다 가볍고!
🍎다른 제품보다 좋은 퀄리티!
🍎다른 제품보다 저렴합니다!
🍎제가 직접 사용해 보고 주문해서 하나하나 검수 후 판매합니다. 
🍎제품 문제 있으면 100퍼 교환 해드려요!

구입하신 모든 분들께 시계줄 조절기 함께 보내드립니다!
조절 방법 사진으로 첨부해놨습니다~ (쉽게 하실 수 있어요!)

😎마진 싹 빼고 최저가에 조절기까지 함께 보내드려요!😎

직거래는 건대입구 롯데백화점 입니다!
더 좋은 물건으로 보답하겠습니다!
감사합니다!",45,2248,서울특별시 광진구 구의제3동지역인증
6_15,애플워치3 38mm 스페이스그레이,"180,000원",18시간 전,"애플워치3 38mm 스페이스 그레이

잘 안 쓰게 돼서 판매해요

체크해둔 부분 기스 있고 화면 부분은 자세히 보면 생활 기스 약간 있어요 (거의 보이지 않는 수준의 기스지만 이 부분 예민하신 분은 거래 피해주세요) 배터리 성능 100%고 박스는 그대로 보관해둬서 풀박스로 드려요 더 궁금하신 부분은 번개톡 주세요

가격 최대한 내리고 업로드한 거라 에누리 안 되고 배송비 별도예요 단순 찔러보기 연락 사양할게요 :)",38,420,전국
